date,open,high,low,close,volume
11/9/2010,32.7931,32.8283,32.3434,32.5021,7600000
11/10/2010,32.5462,32.6255,32.1935,32.6167,7857200
11/11/2010,32.5197,32.9694,30.9943,31.6798,37821800
11/12/2010,32.4139,33.5073,32.2728,33.2869,39192700
11/15/2010,32.9959,33.2075,32.749,32.846,11658400
11/16/2010,32.5109,32.8813,32.3698,32.555,12409800
11/17/2010,32.4492,32.9077,32.361,32.8195,10600500
11/18/2010,32.8019,33.3134,32.8019,33.137,9520400
11/19/2010,32.7137,32.9165,32.4051,32.6344,13691800
11/22/2010,32.5197,32.6696,32.2023,32.5815,6558800
11/23/2010,32.2111,32.2905,31.7438,31.8496,11925900
11/24/2010,32.0612,32.6079,32.0083,32.5109,9098200
11/26/2010,32.1935,32.5638,32.1229,32.361,3490900
11/29/2010,32.1406,32.3698,31.8319,32.1141,8495200
11/30/2010,31.779,32.4756,31.7614,32.1935,17578900
12/1/2010,32.7578,32.9871,32.6608,32.7314,15010900
12/2/2010,32.6784,33.1458,32.6696,32.9253,13967700
12/3/2010,32.6696,33.2163,32.6696,33.1458,6901500
12/6/2010,33.0047,33.2721,32.8724,33.1193,5086200
12/7/2010,33.3662,33.4897,32.8989,32.9165,8123100
12/8/2010,33.04,33.0576,32.5726,32.5991,8561900
12/9/2010,32.8649,32.9807,32.544,32.749,6547200
12/10/2010,32.856,32.9362,32.6242,32.6777,6748900
12/13/2010,32.9362,33.4086,32.5975,33.0966,12361700
12/14/2010,33.1501,33.4264,33.1055,33.1947,6954600
12/15/2010,33.1234,33.3106,32.8916,32.9362,7258400
12/16/2010,32.9986,33.1412,32.8916,32.9897,7649800
12/17/2010,32.954,33.1323,32.7757,33.0253,11285400
12/20/2010,33.0075,33.2838,32.8381,33.0342,5114100
12/21/2010,33.1323,33.3551,33.0699,33.2749,4783900
12/22/2010,33.364,33.8632,33.2838,33.8275,7229000
12/23/2010,33.7384,33.8186,33.4443,33.6047,4506000
12/27/2010,33.471,33.6493,33.2482,33.4086,3518900
12/28/2010,33.3908,33.4443,33.0431,33.3016,3464300
12/29/2010,33.3819,33.7295,33.2571,33.5156,5097000
12/30/2010,33.4977,33.5601,33.3284,33.4086,3411800
12/31/2010,33.3106,33.5156,33.1679,33.4353,3650800
1/3/2011,33.6404,33.8721,33.5334,33.7117,7591000
1/4/2011,33.8097,34.7635,33.7384,34.7546,21974200
1/5/2011,34.9685,35.6549,34.915,35.6192,22003400
1/6/2011,35.3785,35.5568,35.1557,35.3429,14738300
1/7/2011,35.2537,35.3696,34.9061,35.1646,6598700
1/10/2011,34.7724,35.2537,34.6966,35.2092,8772600
1/11/2011,35.2983,35.4855,34.9774,35.12,6494800
1/12/2011,35.1913,35.3429,34.7991,34.915,9586900
1/13/2011,34.9239,35.0844,34.7724,34.9952,7084100
1/14/2011,34.8526,35.0666,34.7635,35.022,5214000
1/18/2011,34.8259,35.2181,34.7635,35.1111,7892000
1/19/2011,34.8437,35.2003,34.7278,34.8437,8371900
1/20/2011,34.7724,35.1111,34.3267,34.915,8977900
1/21/2011,35.022,35.6014,35.0131,35.4231,10931800
1/24/2011,35.334,35.6103,35.2448,35.6014,7794300
1/25/2011,35.4677,35.5836,35.178,35.5301,7920300
1/26/2011,35.5122,35.5925,35.0888,35.1557,9777100
1/27/2011,35.2448,35.3785,34.9863,35.1735,8231000
1/28/2011,35.0844,35.4677,34.4515,34.6298,8399900
1/31/2011,34.7991,34.9863,34.4471,34.6476,8206400
2/1/2011,34.7991,35.6103,34.7991,35.5479,9283000
2/2/2011,35.4766,36.2877,35.4766,36.0916,15357000
2/3/2011,36.0114,36.3234,35.9044,36.1005,9513800
2/4/2011,36.0738,36.3412,36.0203,36.2877,11142200
2/7/2011,36.368,36.7245,36.2877,36.4928,7283900
2/8/2011,36.4571,36.7602,36.359,36.7067,11850200
2/9/2011,38.115,39.2649,38.0794,38.6499,35806100
2/10/2011,38.1329,38.9173,38.0883,38.6053,14829000
2/11/2011,38.3646,38.7836,38.329,38.6944,14199200
2/14/2011,38.4983,38.6944,38.3111,38.5429,7500600
2/15/2011,38.329,38.8371,38.3111,38.4092,12069100
2/16/2011,38.5162,38.9618,38.3735,38.9529,7902800
2/17/2011,38.7747,39.1312,38.7479,38.9529,6396000
2/18/2011,38.9084,38.9084,38.5607,38.8281,15918200
2/22/2011,38.1774,38.4627,37.7942,38.017,14162700
2/23/2011,38.2488,38.583,37.4109,37.5535,18834700
2/24/2011,37.4376,37.8565,37.0811,37.812,14504800
2/25/2011,37.8833,38.4449,37.7942,38.2844,9457300
2/28/2011,38.3468,39.1045,38.329,38.9886,12528200
3/1/2011,38.8905,39.0332,38.3022,38.3201,12093400
3/2/2011,38.4538,38.8816,38.3111,38.5875,7624800
3/3/2011,38.8727,39.4343,38.8727,39.2827,9641500
3/4/2011,39.2471,39.5234,38.4181,38.8192,11127700
3/7/2011,38.8014,38.8727,37.7808,38.3468,11765100
3/8/2011,38.3825,38.846,38.0883,38.5073,6864300
3/9/2011,38.5429,38.6677,38.1596,38.4359,5386700
3/10/2011,38.017,38.1774,37.5802,37.8565,10210600
3/11/2011,37.8209,38.4359,37.6694,38.2666,6954800
3/14/2011,38.0081,38.0436,37.0632,37.6515,11005600
3/15/2011,36.6621,37.3128,36.2164,37.0989,14572000
3/16/2011,36.7423,37.0632,36.0292,36.1897,16754900
3/17/2011,36.7156,36.7245,36.0827,36.3323,9378400
3/18/2011,36.7691,37.1435,36.6978,36.7512,13291500
3/21/2011,36.9563,37.4287,36.5373,37.2772,7130300
3/22/2011,37.3039,37.393,36.885,36.9384,6881000
3/23/2011,36.9028,37.7496,36.4304,37.6515,11705500
3/24/2011,37.8565,38.3201,37.7942,38.2042,7011100
3/25/2011,38.2755,38.5429,38.1329,38.3022,7935500
3/28/2011,38.4983,38.5964,37.9011,37.9011,6022900
3/29/2011,37.9546,38.3557,37.7585,38.2755,5452700
3/30/2011,38.4627,38.7568,38.3735,38.641,7004800
3/31/2011,38.3825,38.5162,38.0616,38.4092,7206400
4/1/2011,38.534,38.6722,38.0081,38.1953,8404800
4/4/2011,38.2131,38.3735,37.8922,37.9992,6841000
4/5/2011,38.0259,38.1774,37.6159,37.8209,7635700
4/6/2011,38.0794,38.0883,37.4866,37.6783,7826300
4/7/2011,37.5981,37.676,36.9919,37.4733,9439900
4/8/2011,37.6337,37.6515,36.9028,37.2237,7271800
4/11/2011,37.2237,37.3841,37.0365,37.3396,6882700
4/12/2011,37.0721,37.2148,36.7691,37.1078,8387000
4/13/2011,37.2861,37.4554,36.983,37.1702,5964800
4/14/2011,36.9919,37.0454,36.4036,36.5641,11204000
4/15/2011,36.7512,37.1791,36.5106,37.0097,8376900
4/18/2011,36.5195,36.7958,36.0604,36.7245,9975800
4/19/2011,36.6175,36.9563,36.4393,36.8582,6903700
4/20/2011,37.3306,37.8476,37.2237,37.4733,7400000
4/21/2011,37.7228,37.7942,37.5267,37.6783,4860800
4/25/2011,37.7407,37.7496,37.3208,37.3752,5157000
4/26/2011,37.4198,37.8298,37.1836,37.7318,7290800
4/27/2011,37.6694,38.0437,37.5981,37.9546,5396900
4/28/2011,37.7763,38.4627,37.7763,38.3468,6529800
4/29/2011,38.3646,38.641,38.1596,38.4181,5740200
5/2/2011,38.7479,39.0332,38.5162,38.5696,5601100
5/3/2011,38.5518,38.8371,38.2309,38.3914,6206900
5/4/2011,38.2755,38.5429,37.705,37.9903,7481400
5/5/2011,37.8922,38.5518,37.8298,38.0527,8242300
5/6/2011,38.5964,38.7747,38.1953,38.3825,7791900
5/9/2011,38.6142,38.641,38.2621,38.4181,6308300
5/10/2011,38.5429,39.3318,38.4181,39.1401,12541000
5/11/2011,37.5357,37.9546,36.6443,37.0097,38451900
5/12/2011,37.0008,37.2237,36.4928,37.0632,13080100
5/13/2011,37.09,37.3217,36.7691,37.0097,8420500
5/16/2011,36.778,36.8136,36.4482,36.4838,11697800
5/17/2011,36.4214,36.671,36.261,36.5551,10024400
5/18/2011,36.4928,36.9474,36.4571,36.9206,9948300
5/19/2011,37.0365,37.2058,36.671,36.885,10055800
5/20/2011,36.8493,37.295,36.6532,36.9919,9213000
5/23/2011,36.6799,36.8404,36.5017,36.6889,7955900
5/24/2011,36.7869,36.8493,36.4304,36.6265,8459300
5/25/2011,36.4749,36.8493,36.4125,36.6621,7030500
5/26/2011,36.5641,36.7423,36.1451,36.5373,11189400
5/27/2011,36.7156,37.1435,36.7156,37.0097,8529400
5/31/2011,37.3485,37.4287,36.9741,37.1078,10977200
6/1/2011,37.0187,37.0721,35.9401,36.0114,12632100
6/2/2011,35.9668,36.2699,35.6459,35.7083,13421400
6/3/2011,35.3518,35.3518,34.915,35.1022,15135500
6/6/2011,34.9239,35.3874,34.8883,35.12,9193400
6/7/2011,35.3072,35.5488,35.0576,35.0755,8666700
6/8/2011,35.1735,35.3429,34.8883,34.9685,8483000
6/9/2011,34.7189,35.2359,34.6298,35.0933,9642200
6/10/2011,34.8972,35.0576,34.2465,34.3178,13096800
6/13/2011,34.4337,34.6398,34.1841,34.2019,9253400
6/14/2011,34.4783,34.6342,34.3267,34.398,10074600
6/15/2011,34.2108,34.603,34.086,34.2198,10716200
6/16/2011,34.2019,34.2911,33.6671,33.881,11806900
6/17/2011,34.1484,34.202,33.8543,33.9078,12658300
6/20/2011,33.7384,34.1128,33.5601,34.0771,8746200
6/21/2011,34.2732,34.6654,34.095,34.5674,7815000
6/22/2011,34.3713,34.5585,34.1217,34.1484,8543700
6/23/2011,33.7652,33.8097,33.1501,33.7117,11874100
6/24/2011,33.7919,33.8899,33.3284,33.4977,13425400
6/27/2011,33.5334,34.2487,33.3997,33.9345,8258400
6/28/2011,34.0237,34.2732,33.6849,33.8008,11912700
6/29/2011,33.9702,34.2554,33.6314,34.1841,9614100
6/30/2011,34.3178,34.8705,34.1841,34.7991,10049800
7/1/2011,34.8972,35.5301,34.7902,35.4053,9245300
7/5/2011,35.4498,35.8153,35.2983,35.6281,9446200
7/6/2011,35.6103,35.6103,35.0042,35.2716,11435800
7/7/2011,35.5212,35.7039,35.416,35.4231,10227600
7/8/2011,35.2181,35.6353,34.9418,35.5746,11795100
7/11/2011,35.2003,35.2448,34.8348,34.9596,9785500
7/12/2011,35.0666,35.227,34.7902,34.8972,11311000
7/13/2011,34.9863,35.5033,34.8437,35.2627,12361400
7/14/2011,35.2359,35.5122,35.1111,35.2805,13294000
7/15/2011,35.4053,35.4944,34.7457,35.0042,18304900
7/18/2011,34.8705,34.8705,34.2821,34.5406,11309600
7/19/2011,34.7991,35.4142,34.7546,35.2448,7987500
7/20/2011,35.2805,35.5212,35.0131,35.0844,6126400
7/21/2011,35.3785,36.4304,35.3607,36.3145,13473000
7/22/2011,36.3501,36.5195,36.1362,36.2343,7723300
7/25/2011,35.8777,36.4482,35.7975,36.154,6840900
7/26/2011,35.9936,36.3724,35.9847,36.1095,9292900
7/27/2011,35.9668,35.9847,35.1379,35.227,10736600
7/28/2011,35.1735,35.5033,34.9284,35.12,11028100
7/29/2011,34.8081,35.0398,34.3178,34.4248,16049700
8/1/2011,34.5228,34.5406,33.7117,34.2643,11497500
8/2/2011,33.9256,34.2554,32.9184,32.954,13652300
8/3/2011,32.9273,33.4264,32.5083,33.364,11804500
8/4/2011,32.847,32.8827,31.4298,31.51,19369200
8/5/2011,31.9022,32.0448,30.6632,31.3585,22781900
8/8/2011,30.3601,30.8147,29.442,29.442,25923500
8/9/2011,29.8342,30.9752,28.8002,30.9306,31836700
8/10/2011,28.3813,28.7646,26.3846,28.1139,87048500
8/11/2011,28.3724,29.4866,28.3545,28.6309,36389500
8/12/2011,29.2013,29.9144,28.9161,29.4955,24426900
8/15/2011,29.7986,30.1284,29.491,29.9947,17839100
8/16/2011,29.5222,30.0125,29.1924,29.7896,18558300
8/17/2011,29.959,30.0838,29.2726,29.7451,12741000
8/18/2011,28.9428,29.1389,28.6754,29.0141,23724700
8/19/2011,28.4793,29.3974,28.3634,28.3902,19006700
8/22/2011,28.8983,29.1033,28.4704,28.5417,15000100
8/23/2011,28.5863,28.6219,27.9267,28.6219,30417400
8/24/2011,28.5328,29.0409,28.2832,28.9785,12595700
8/25/2011,28.9963,29.2637,28.4169,28.5328,10799000
8/26/2011,28.6309,29.0944,27.9534,28.8804,11247100
8/29/2011,29.1657,29.5668,29.0676,29.5579,8397500
8/30/2011,29.5222,30.1908,29.2548,29.9323,14060100
8/31/2011,30.1729,30.5919,30.0749,30.3601,12282000
9/1/2011,30.3869,30.6008,29.7183,29.754,10224700
9/2/2011,29.2726,29.4509,28.8894,28.9339,9144700
9/6/2011,28.0425,28.4704,27.9222,28.31,12844800
9/7/2011,28.6576,29.13,28.5105,29.0855,11471000
9/8/2011,28.8983,29.1122,28.4437,28.4793,10673200
9/9/2011,28.203,28.2743,27.3918,27.6682,17509200
9/12/2011,27.3116,27.9088,27.2047,27.891,10440000
9/13/2011,27.9534,28.1763,27.6503,28.0336,9792200
9/14/2011,28.2297,29.1746,27.8375,28.7824,12593100
9/15/2011,29.0409,29.4063,28.9072,29.3618,8466900
9/16/2011,29.5401,29.6782,29.0855,29.335,16655300
9/19/2011,28.8626,29.0944,28.5774,28.9785,9979700
9/20/2011,29.1122,29.3083,28.7289,28.8002,10117700
9/21/2011,28.818,28.9874,27.8464,27.8821,12618500
9/22/2011,27.2225,27.5434,26.0102,26.34,26238400
9/23/2011,26.2598,26.652,25.8943,26.5896,20944100
9/26/2011,26.7946,27.0442,26.4559,27.0086,14200600
9/27/2011,27.6236,28.2654,27.2671,27.7751,15723900
9/28/2011,27.8732,28.0069,27.0799,27.169,11415000
9/29/2011,27.7662,28.096,26.9462,27.3205,12114800
9/30/2011,26.8838,27.3696,26.7322,26.8838,15135000
10/3/2011,26.7679,27.0353,25.8409,25.8498,13899200
10/4/2011,25.6091,26.7144,25.1278,26.6164,19000000
10/5/2011,27.0531,28.1228,27.0175,28.0871,17823700
10/6/2011,27.8375,28.5685,27.6503,28.5506,12659400
10/7/2011,28.7022,28.8537,28.1763,28.2565,12070100
10/10/2011,28.8448,29.4999,28.7913,29.4153,7887400
10/11/2011,29.5133,29.6648,28.7334,29.0676,12891200
10/12/2011,29.3796,30.6922,29.1924,30.0927,17363400
10/13/2011,29.7629,30.066,29.6515,29.9055,6837900
10/14/2011,30.3245,30.7791,30.2264,30.7256,10694700
10/17/2011,30.1551,30.5027,29.5757,29.7629,9987700
10/18/2011,29.8253,30.4849,29.5356,30.2531,10980600
10/19/2011,30.1997,30.6186,29.8342,29.959,7479000
10/20/2011,30.1729,30.4136,29.6381,30.164,7319800
10/21/2011,30.4671,31.3406,30.3869,31.3406,13707600
10/24/2011,31.4119,31.8309,31.2158,31.5278,8837900
10/25/2011,31.3763,31.51,30.6721,30.7612,7812300
10/26/2011,31.091,31.3674,30.3869,31.2426,10407200
10/27/2011,31.9022,32.6242,31.7596,32.2231,11316800
10/28/2011,32.2944,32.3924,31.8398,32.2766,8477600
10/31/2011,31.8398,31.9022,31.0732,31.091,10152100
11/1/2011,30.6899,30.7256,29.6942,29.9501,13361700
11/2/2011,30.4225,30.6454,30.1284,30.369,8538100
11/3/2011,30.8147,31.3094,30.2799,31.2247,9276100
11/4/2011,31.0286,31.2069,30.6008,30.9841,6430900
11/7/2011,31.0732,31.3495,30.8504,31.3317,6942700
11/8/2011,31.5902,31.608,30.6097,31.4565,10710900
11/9/2011,30.8325,30.8325,30.0036,30.1194,11913800
11/10/2011,30.4493,30.9827,29.9947,30.8771,12170600
11/11/2011,32.6509,33.3551,32.4192,32.7133,22388500
11/14/2011,32.3835,32.4638,31.9824,32.1963,9631900
11/15/2011,32.0537,32.9807,32.0537,32.4905,14226700
11/16/2011,32.0537,32.3746,31.6169,31.6704,10809700
11/17/2011,31.5367,31.9646,31.0197,31.3317,32562000
11/18/2011,31.5456,31.8933,31.4119,31.7596,32200300
11/21/2011,31.6259,31.7596,30.5072,30.6008,39965700
11/22/2011,30.4938,30.7256,29.7807,30.3245,12500700
11/23/2011,29.9323,30.1105,29.7718,29.7718,10764000
11/25/2011,29.8609,30.5027,29.6648,29.8699,4991900
11/28/2011,30.5473,30.7791,30.0927,30.369,8656400
11/29/2011,30.6097,30.7523,30.2799,30.3066,7655200
11/30/2011,30.9128,31.9913,30.8949,31.9557,16536000
12/1/2011,32.1161,32.3835,31.8398,32.0805,10350800
12/2/2011,32.3835,32.8292,32.3568,32.6331,10202500
12/5/2011,33.0164,33.3106,32.7401,32.9273,9973900
12/6/2011,32.8649,33.159,32.7579,32.8292,6573100
12/7/2011,32.7222,33.2749,32.4994,33.0699,9543600
12/8/2011,32.856,32.9433,31.9289,32.0181,9881700
12/9/2011,32.2409,32.7757,32.2409,32.5885,7323400
12/12/2011,32.2676,32.7757,32.0181,32.6688,10050800
12/13/2011,32.7044,33.0877,32.2498,32.3835,12708800
12/14/2011,32.365,32.637,31.8392,31.8754,10664000
12/15/2011,32.2018,32.3831,31.7168,31.9026,9876100
12/16/2011,32.1384,32.4013,31.8664,32.0205,20350200
12/19/2011,32.084,32.229,31.2862,31.5037,11436800
12/20/2011,31.8845,32.9815,31.8664,32.7911,10126200
12/21/2011,32.8455,33.2716,32.4103,32.8818,8226200
12/22/2011,32.9815,33.5436,32.8727,33.4982,8067600
12/23/2011,33.6614,34.1963,33.6433,34.1782,6788700
12/27/2011,34.0966,34.2688,33.9062,34.0966,5189500
12/28/2011,34.1328,34.1872,33.6931,33.7611,4634300
12/29/2011,33.9515,34.2688,33.7702,34.1872,5022500
12/30/2011,34.2054,34.2688,33.8699,33.9968,4776100
1/3/2012,34.4229,34.8672,34.3957,34.7312,9704200
1/4/2012,34.6224,35.3477,34.5589,35.2207,9889900
1/5/2012,35.257,35.8825,35.0847,35.81,14327100
1/6/2012,35.8553,36.3993,35.7647,36.1817,14401600
1/9/2012,36.0276,36.49,35.8916,36.0367,12145200
1/10/2012,35.7919,36.1817,35.5018,35.9279,14070900
1/11/2012,35.7103,35.8372,34.8581,35.0847,16257600
1/12/2012,35.0122,35.2298,34.8218,35.1119,10073400
1/13/2012,34.8762,34.985,34.4683,34.8128,9877700
1/17/2012,35.0757,35.3386,34.8218,34.8853,9142800
1/18/2012,34.9125,35.4474,34.8128,35.3749,9594500
1/19/2012,35.3658,35.7828,35.3567,35.7556,7731000
1/20/2012,35.7375,35.7511,35.4474,35.6378,7879900
1/23/2012,35.7012,35.81,35.3205,35.5834,7124600
1/24/2012,35.3839,35.6015,34.9669,35.5834,9407000
1/25/2012,35.4655,35.9732,35.3205,35.8644,10054000
1/26/2012,35.8916,36.0367,35.4111,35.674,7162600
1/27/2012,35.6015,35.81,35.3386,35.5834,9588400
1/30/2012,35.121,35.4564,34.7946,35.3477,8683200
1/31/2012,35.4292,35.6378,35.0485,35.2661,14020100
2/1/2012,35.5834,35.9641,35.5018,35.6559,8901000
2/2/2012,35.5562,35.5834,34.9578,35.2751,9076800
2/3/2012,35.7466,36.2633,35.6831,36.2633,11605300
2/6/2012,36.2633,36.7982,36.227,36.6803,11536500
2/7/2012,36.9251,37.3059,36.4446,37.1518,20107300
2/8/2012,37.5053,37.9949,37.1608,37.4147,21690200
2/9/2012,36.9432,37.7501,36.7619,37.6504,13581000
2/10/2012,37.1155,37.5779,37.0158,37.5779,10116300
2/13/2012,37.732,38.0039,37.7048,37.8861,9065800
2/14/2012,37.6232,37.732,37.4056,37.7138,8210300
2/15/2012,37.605,37.8498,37.2832,37.3965,7891200
2/16/2012,37.3784,37.8317,37.2424,37.6594,7464500
2/17/2012,37.8136,37.9495,37.6685,37.8498,7758700
2/21/2012,37.8952,37.9858,37.6141,37.6866,5675100
2/22/2012,37.6685,37.8136,37.3059,37.4147,6176200
2/23/2012,37.4237,37.7773,37.2515,37.605,6271000
2/24/2012,37.5688,37.6957,37.3784,37.4509,6150600
2/27/2012,37.8045,38.0311,37.4419,37.7501,9132300
2/28/2012,37.8498,38.0493,37.6685,38.013,6895200
2/29/2012,37.9586,38.4119,37.9405,38.0674,14858700
3/1/2012,38.1943,38.566,38.1943,38.43,7995900
3/2/2012,38.3122,38.557,38.1127,38.4028,5070500
3/5/2012,38.3938,38.7745,38.1762,38.7111,9288800
3/6/2012,38.2941,38.3666,37.8317,38.0765,10434500
3/7/2012,38.0765,38.1399,37.8045,37.8498,7793500
3/8/2012,38.0674,38.3666,38.0266,38.0946,6163800
3/9/2012,38.1853,38.5932,38.1037,38.2941,6896400
3/12/2012,38.557,38.8471,38.2125,38.3847,6834500
3/13/2012,38.5751,39.9622,38.4663,39.8987,15051900
3/14/2012,39.5179,39.6177,38.8924,39.4182,10991300
3/15/2012,39.4363,39.4363,39.1372,39.4091,6123600
3/16/2012,39.3638,39.4545,39.1462,39.1553,8952100
3/19/2012,39.0465,39.5089,38.9377,39.382,6382500
3/20/2012,38.9831,39.2641,38.9196,39.2006,6853900
3/21/2012,39.3638,39.7718,39.2278,39.2278,9582000
3/22/2012,39.0556,39.3457,38.9921,39.246,8560200
3/23/2012,39.2822,39.6267,38.8561,39.5723,8519000
3/26/2012,39.8352,40.2613,39.8171,40.2341,10850200
3/27/2012,40.2432,40.3429,39.9712,40.0256,9343100
3/28/2012,39.9259,40.0256,39.2188,39.4454,9444300
3/29/2012,39.1644,39.2278,38.3484,38.9921,10402500
3/30/2012,39.4545,39.7536,39.0737,39.6902,9096000
4/2/2012,39.5179,39.8896,39.2732,39.7446,7653800
4/3/2012,39.5905,39.663,38.9015,39.246,7996400
4/4/2012,38.8924,38.974,38.5134,38.9196,8560700
4/5/2012,38.838,39.1462,38.6929,39.0556,6340800
4/9/2012,38.1943,38.3212,38.0402,38.1762,6813500
4/10/2012,37.9586,38.1943,37.0566,37.1608,10682100
4/11/2012,37.6322,37.8045,37.3875,37.5053,6358400
4/12/2012,37.5597,38.2578,37.3967,38.2125,5538400
4/13/2012,38.1037,38.2759,37.8045,37.9405,7311700
4/16/2012,38.1309,38.1943,37.6594,37.7682,6109300
4/17/2012,37.9677,38.7473,37.9677,38.6929,6550300
4/18/2012,38.5116,38.6295,38.3666,38.5207,3781900
4/19/2012,38.4663,38.5388,37.8952,38.149,7074200
4/20/2012,38.2941,38.838,38.2941,38.3938,7773100
4/23/2012,38.3031,38.3031,37.8317,38.0855,6592100
4/24/2012,38.1037,38.4654,38.0493,38.2397,4954600
4/25/2012,38.4391,38.7655,38.421,38.7111,4926300
4/26/2012,38.7473,39.4907,38.702,39.3094,7713000
4/27/2012,39.527,39.5723,39.0918,39.3004,6354200
4/30/2012,39.2732,39.3004,38.838,39.0828,6987200
5/1/2012,39.1462,39.9712,39.119,39.6993,9316200
5/2/2012,39.4998,39.7174,39.255,39.4726,8038200
5/3/2012,39.4726,40.0075,39.4273,39.7174,9353900
5/4/2012,39.527,39.6267,38.838,38.9196,7458800
5/7/2012,39.5723,39.8443,39.2641,39.7265,11780500
5/8/2012,39.6902,40.3339,39.0646,40.1616,19680900
5/9/2012,40.3067,41.5215,40.2613,40.8144,21348300
5/10/2012,40.9231,41.3311,40.8415,41.0501,14082900
5/11/2012,40.9141,41.5215,40.7962,41.3039,9779300
5/14/2012,40.9503,41.2495,40.7781,40.9503,8059400
5/15/2012,41.0047,41.5215,40.7237,40.8053,10168800
5/16/2012,40.9322,41.2948,40.8506,40.8687,8399800
5/17/2012,40.9322,41.0047,40.1616,40.1888,8475100
5/18/2012,40.3067,40.3339,39.5474,39.7174,10598200
5/21/2012,39.7174,40.2613,39.4454,40.2432,8309300
5/22/2012,40.3339,40.5242,40.0075,40.2432,6855400
5/23/2012,40.1072,40.3067,39.7219,40.08,8875700
5/24/2012,40.2613,40.4381,39.8987,40.2885,9813200
5/25/2012,40.3339,40.76,40.2341,40.3429,8520700
5/29/2012,40.5242,41.2495,40.4336,41.2314,10560000
5/30/2012,40.8144,41.2314,40.6693,40.9775,11208700
5/31/2012,40.9141,41.7935,40.8506,41.4399,14646500
