budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
200000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",http://www.ozthegreatandpowerfulmovie.com,68728,"[{""id"": 291, ""name"": ""circus""}, {""id"": 616, ""name"": ""witch""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 3929, ""name"": ""hope""}, {""id"": 4662, ""name"": ""illusion""}, {""id"": 44451, ""name"": ""lost""}, {""id"": 172365, ""name"": ""magic trick""}, {""id"": 177912, ""name"": ""wizard""}, {""id"": 209714, ""name"": ""3d""}]",en,Oz: The Great and Powerful,"Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.",46.985445,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Roth Films"", ""id"": 16314}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",41340,491868548,130,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"In Oz, nothing is what it seems",Oz: The Great and Powerful,5.7,3530
170000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://disney.go.com/tron/,20526,"[{""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 4286, ""name"": ""computer program""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6104, ""name"": ""computer""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 12965, ""name"": ""duel""}, {""id"": 14735, ""name"": ""motorcycle""}, {""id"": 185351, ""name"": ""neon light""}, {""id"": 236778, ""name"": ""autocracy""}]",en,TRON: Legacy,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",73.79505,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""LivePlanet"", ""id"": 7161}, {""name"": ""Prana Studios"", ""id"": 18713}, {""name"": ""Sean Bailey Productions"", ""id"": 23791}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}, {""name"": ""Kontsept Film Company"", ""id"": 76067}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",40522,400062763,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Game Has Changed.,TRON: Legacy,6.3,2841
200000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.disney.go.com/cars/,49013,"[{""id"": 830, ""name"": ""car race""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10267, ""name"": ""comedy""}, {""id"": 11500, ""name"": ""anthropomorphism""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,49.98659,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",40705,559852396,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Ka-ciao!,Cars 2,5.8,2033
200000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",http://disney.go.com/toystory/,10193,"[{""id"": 1562, ""name"": ""hostage""}, {""id"": 3616, ""name"": ""college""}, {""id"": 4290, ""name"": ""toy""}, {""id"": 5462, ""name"": ""barbie""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 33794, ""name"": ""day care""}, {""id"": 158162, ""name"": ""teddy bear""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 187065, ""name"": ""toy comes to life""}, {""id"": 209386, ""name"": ""personification""}, {""id"": 209387, ""name"": ""inanimate objects coming to life""}, {""id"": 224516, ""name"": ""toy story""}]",en,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",59.995418,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",40345,1066969703,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,No toy gets left behind.,Toy Story 3,7.6,4597
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}]",http://disney.go.com/disneypictures/princeofpersia,9543,"[{""id"": 1241, ""name"": ""persia""}, {""id"": 1965, ""name"": ""sandstorm""}, {""id"": 12653, ""name"": ""brother against brother""}, {""id"": 12654, ""name"": ""armageddon""}, {""id"": 12655, ""name"": ""regent""}, {""id"": 41645, ""name"": ""based on video game""}]",en,Prince of Persia: The Sands of Time,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",62.169881,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",40317,335154643,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Defy the Future,Prince of Persia: The Sands of Time,6.2,2317
180000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.pacificrimmovie.com/,68726,"[{""id"": 4565, ""name"": ""dystopia""}, {""id"": 10891, ""name"": ""giant robot""}, {""id"": 11100, ""name"": ""giant monster""}, {""id"": 12332, ""name"": ""apocalypse""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 209714, ""name"": ""3d""}]",en,Pacific Rim,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",56.523205,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Disney Double Dare You (DDY)"", ""id"": 19750}, {""name"": ""Indochina Productions"", ""id"": 19751}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",41466,407602906,131,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"To Fight Monsters, We Created Monsters",Pacific Rim,6.7,4794
175000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",http://movies.disney.com/the-good-dinosaur,105864,"[{""id"": 1720, ""name"": ""tyrannosaurus rex""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 12026, ""name"": ""alternate history""}, {""id"": 12616, ""name"": ""dinosaur""}, {""id"": 13073, ""name"": ""fear""}, {""id"": 14527, ""name"": ""storm""}, {""id"": 18330, ""name"": ""nature""}, {""id"": 187864, ""name"": ""human""}, {""id"": 189092, ""name"": ""journey""}]",en,The Good Dinosaur,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,51.692953,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",42322,331926147,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Little Arms With Big Attitude,The Good Dinosaur,6.6,1736
185000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",http://disney.go.com/brave/#/home,62177,"[{""id"": 388, ""name"": ""scotland""}, {""id"": 526, ""name"": ""rebel""}, {""id"": 3930, ""name"": ""bravery""}, {""id"": 4152, ""name"": ""kingdom""}, {""id"": 4393, ""name"": ""archer""}, {""id"": 4896, ""name"": ""wish""}, {""id"": 10468, ""name"": ""bear""}, {""id"": 14753, ""name"": ""scot""}, {""id"": 15161, ""name"": ""rebellious daughter""}, {""id"": 41538, ""name"": ""turns into animal""}, {""id"": 53995, ""name"": ""archery""}, {""id"": 162715, ""name"": ""ruins""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 181181, ""name"": ""peace offering""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 189098, ""name"": ""courage""}, {""id"": 209714, ""name"": ""3d""}]",en,Brave,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",125.114374,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",41081,538983207,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Change your fate.,Brave,6.7,4641
180000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",http://disney.go.com/disneypictures/wall-e/,10681,"[{""id"": 9799, ""name"": ""romantic comedy""}]",en,WALL·E,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",66.390712,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}, {""name"": ""FortyFour Studios"", ""id"": 93408}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",39621,521311860,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,An adventure beyond the ordinar-E.,WALL·E,7.8,6296
200000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]",http://disney.go.com/disneypictures/achristmascarol/?cmp=dcom_VAN_WDSHE_ACC_van_dcomcc__Extl,17979,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 8250, ""name"": ""victorian england""}, {""id"": 10594, ""name"": ""money""}, {""id"": 33965, ""name"": ""christmas eve""}, {""id"": 33966, ""name"": ""scrooge""}, {""id"": 161174, ""name"": ""christmas carol""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 170457, ""name"": ""lesson""}, {""id"": 180975, ""name"": ""charles dickens""}, {""id"": 207317, ""name"": ""christmas""}]",en,A Christmas Carol,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",39.744242,"[{""name"": ""Walt Disney"", ""id"": 5888}, {""name"": ""ImageMovers"", ""id"": 11395}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",40121,325233863,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Season's Greedings,A Christmas Carol,6.6,1095
180000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",,411,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 616, ""name"": ""witch""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 1430, ""name"": ""self sacrifice""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 1990, ""name"": ""cupboard""}, {""id"": 2042, ""name"": ""beaver""}, {""id"": 2043, ""name"": ""lion""}, {""id"": 6187, ""name"": ""fairy-tale figure""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 166930, ""name"": ""narnia""}, {""id"": 170362, ""name"": ""fantasy world""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",67.391328,"[{""name"": ""Walt Disney"", ""id"": 5888}, {""name"": ""Walden Media"", ""id"": 10221}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",38693,748806957,143,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Evil Has Reigned For 100 Years...,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7,2629
175000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",http://movies.disney.com/inside-out,150540,"[{""id"": 1566, ""name"": ""dream""}, {""id"": 6513, ""name"": ""cartoon""}, {""id"": 7942, ""name"": ""imaginary friend""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 18035, ""name"": ""family""}, {""id"": 18253, ""name"": ""moving""}, {""id"": 161155, ""name"": ""kids""}, {""id"": 163227, ""name"": ""unicorn""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 211269, ""name"": ""emotions""}]",en,Inside Out,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",128.655964,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",42164,857611174,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Meet the little voices inside your head.,Inside Out,8,6560
175000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",http://movies.disney.com/the-jungle-book-2016,278927,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1585, ""name"": ""snake""}, {""id"": 1994, ""name"": ""wolf""}, {""id"": 2857, ""name"": ""elephant""}, {""id"": 4809, ""name"": ""tiger""}, {""id"": 5650, ""name"": ""feral child""}, {""id"": 8775, ""name"": ""panther""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10468, ""name"": ""bear""}, {""id"": 10787, ""name"": ""jungle""}, {""id"": 11477, ""name"": ""talking animal""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 18165, ""name"": ""animal""}, {""id"": 167625, ""name"": ""talking to animals""}]",en,The Jungle Book,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo.",94.199316,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Studios Motion Pictures"", ""id"": 3036}, {""name"": ""Fairview Entertainment"", ""id"": 7297}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",42467,966550600,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Jungle Book,6.7,2892
180000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",http://movies.disney.com/maleficent,102651,"[{""id"": 3205, ""name"": ""fairy tale""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 7430, ""name"": ""sleeping beauty""}, {""id"": 177895, ""name"": ""dark fantasy""}, {""id"": 179411, ""name"": ""based on fairy tale""}, {""id"": 186846, ""name"": ""adaptation""}, {""id"": 186847, ""name"": ""retelling""}, {""id"": 186849, ""name"": ""literary adaptation""}, {""id"": 209714, ""name"": ""3d""}]",en,Maleficent,"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.",110.620647,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Studios Motion Pictures"", ""id"": 3036}, {""name"": ""Roth Films"", ""id"": 16314}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",41787,758539785,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Don't believe the fairy tale.,Maleficent,7,4496
190000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://movies.disney.com/tomorrowland,158852,"[{""id"": 1436, ""name"": ""inventor""}, {""id"": 12332, ""name"": ""apocalypse""}, {""id"": 40850, ""name"": ""destiny""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 173276, ""name"": ""dreamer""}, {""id"": 214714, ""name"": ""futuristic car""}, {""id"": 214715, ""name"": ""futuristic city""}]",en,Tomorrowland,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",130.311355,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Babieka"", ""id"": 20656}, {""name"": ""A113"", ""id"": 59778}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",42143,209154322,130,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Imagine a world where nothing is impossible.,Tomorrowland,6.2,2846
165000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",http://movies.disney.com/big-hero-6,177572,"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 2276, ""name"": ""talent""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 12446, ""name"": ""another dimension""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 33353, ""name"": ""boy genius""}, {""id"": 41509, ""name"": ""hate""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 198423, ""name"": ""moral dilemma""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 213104, ""name"": ""teen superheroes""}, {""id"": 215235, ""name"": ""dead brother""}]",en,Big Hero 6,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",203.73459,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",41936,652105443,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,From the creators of Wreck-it Ralph and Frozen,Big Hero 6,7.8,6135
165000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",http://disney.go.com/wreck-it-ralph,82690,"[{""id"": 825, ""name"": ""support group""}, {""id"": 3977, ""name"": ""product placement""}, {""id"": 6733, ""name"": ""bullying""}, {""id"": 10039, ""name"": ""racing""}, {""id"": 10547, ""name"": ""arcade""}, {""id"": 11124, ""name"": ""medal""}, {""id"": 155023, ""name"": ""self esteem""}, {""id"": 158023, ""name"": ""curiosity""}, {""id"": 162936, ""name"": ""precocious child""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 185859, ""name"": ""first person shooter""}, {""id"": 185861, ""name"": ""glitch""}, {""id"": 185863, ""name"": ""carefree""}, {""id"": 185867, ""name"": ""video gamer""}, {""id"": 185868, ""name"": ""q*bert""}, {""id"": 185876, ""name"": ""interrupted wedding""}, {""id"": 185880, ""name"": ""social reject""}]",en,Wreck-It Ralph,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",62.341073,"[{""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",41214,471222889,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The story of a regular guy just looking for a little wreck-ognition.,Wreck-It Ralph,7.1,4570
150000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",http://disney.go.com/disneypictures/sorcerersapprentice/,27022,"[{""id"": 616, ""name"": ""witch""}, {""id"": 657, ""name"": ""fire""}, {""id"": 1994, ""name"": ""wolf""}, {""id"": 2098, ""name"": ""fountain""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 3096, ""name"": ""book""}, {""id"": 3098, ""name"": ""castle""}, {""id"": 4237, ""name"": ""water""}, {""id"": 4488, ""name"": ""apprentice""}, {""id"": 4613, ""name"": ""training""}, {""id"": 8504, ""name"": ""merlin""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10364, ""name"": ""mission""}, {""id"": 10821, ""name"": ""sorcerer""}, {""id"": 12554, ""name"": ""dragon""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 193201, ""name"": ""apprendista""}, {""id"": 222347, ""name"": ""morgana""}]",en,The Sorcerer's Apprentice,"Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.",35.580815,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Saturn Films"", ""id"": 831}, {""name"": ""Broken Road Productions"", ""id"": 8000}, {""name"": ""Junction Entertainment"", ""id"": 19097}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",40372,215283742,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's The Coolest Job Ever.,The Sorcerer's Apprentice,5.8,1470
170000000,"[{""id"": 14, ""name"": ""Fantasy""}]",http://movies.disney.com/alice-through-the-looking-glass,241259,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1507, ""name"": ""clock""}, {""id"": 2011, ""name"": ""queen""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 12552, ""name"": ""alice in wonderland""}, {""id"": 177895, ""name"": ""dark fantasy""}, {""id"": 203699, ""name"": ""mad hatter""}, {""id"": 209714, ""name"": ""3d""}]",en,Alice Through the Looking Glass,"In the sequel to Tim Burton's ""Alice in Wonderland"", Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.",56.268916,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Team Todd"", ""id"": 598}, {""name"": ""Tim Burton Productions"", ""id"": 8601}, {""name"": ""Roth Films"", ""id"": 16314}, {""name"": ""Legend3D"", ""id"": 37455}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",42515,299370084,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's time for a little madness.,Alice Through the Looking Glass,6.5,1725
